Course,Name,City,State,Rank,Website,passion_interest
11. Electronics and Electrical Communication Engineering,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,7,https://www.iitkgp.ac.in/,"**Electronics Engineering**
* *Interest in designing and developing electronic circuits and systems*
* *Passion for understanding the behavior of electronic devices*
* *Ability to analyze and troubleshoot complex electronic systems*
* *Interest in applying electronics to solve real-world problems*
* *Curiosity about the latest advancements in electronics technology*

**Electrical Communication Engineering**
* *Interest in understanding the principles of communication systems*
* *Passion for designing and developing communication networks*
* *Ability to analyze and optimize communication protocols*
* *Interest in exploring the applications of communication technology*
* *Desire to contribute to the advancement of communication systems*"
12. Humanities and Social Sciences,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,7,https://www.iitkgp.ac.in/,"**Humanities**
* Literature
* Philosophy
* History
* Art
* Languages

**Social Sciences**
* Sociology
* Psychology
* Economics
* Political Science
* Anthropology"
13. Industrial and Systems Engineering,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,7,https://www.iitkgp.ac.in/,"**Industrial Engineering**

* Optimization and efficiency improvement
* Data analysis and modeling
* Process design and improvement
* Human factors and ergonomics
* Operations research

**Systems Engineering**

* Large-scale system design and integration
* Complex problem solving
* Requirements analysis and management
* Simulation and modeling
* Risk assessment and management"
14. Materials Science and Engineering,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,7,https://www.iitkgp.ac.in/,"**Materials Science and Engineering**
* Understanding the structure and properties of materials
* Developing and improving materials for use in various applications
* Designing and fabricating new materials with improved properties
* Analyzing and testing materials to ensure their performance and safety
* Characterizing and evaluating the properties of materials"
15. Mathematics and Computing,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,7,https://www.iitkgp.ac.in/,"**Mathematics:**

* * Interest in abstract reasoning and problem-solving
* * Aptitude for working with numbers and symbols
* * Curiosity about the underlying principles of the world
* * Desire to develop critical thinking and analytical skills
* * Ambition to pursue a career in mathematics, engineering, or other STEM fields

**Computing:**

* * Fascination with computers and technology
* * Interest in programming and software development
* * Desire to create and solve complex problems using computation
* * Curiosity about how computers work and how they can be used
* * Ambition to pursue a career in computer science, software engineering, or related fields"
16. Mechanical Engineering,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,7,https://www.iitkgp.ac.in/,"**Mechanical Engineering**
* Interest in machines and their functioning
* Curiosity about how things move
* Enjoyment of hands-on projects
* Passion for design and innovation
* Eagerness to solve practical problems"
17. Metallurgical and Materials Engineering,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,7,https://www.iitkgp.ac.in/,"**Metallurgical Engineering**

* *Interest in understanding the properties of metals and alloys*
* *Passion for developing new materials with enhanced properties*
* *Desire to improve the performance of existing materials*
* *Fascination with the science of metalworking and metal fabrication*
* *Aspiration to work in the manufacturing or materials research industry*

**Materials Engineering**

* *Passion for creating and studying the properties of advanced materials*
* *Interest in understanding the relationships between materials structure and properties*
* *Desire to develop sustainable and environmentally friendly materials*
* *Fascination with the use of materials in electronic devices, biomedical applications, and energy systems*
* *Aspiration to work in research and development or materials manufacturing*"
18. Mining Engineering,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,7,https://www.iitkgp.ac.in/,"**Mining Engineering**

* Developing innovative mining technologies
* Designing and managing mine operations
* Exploring and assessing mineral resources
* Promoting sustainable mining practices
* Applying engineering principles to solve mining-related challenges"
19. Naval Architecture and Marine Engineering,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,7,https://www.iitkgp.ac.in/,"**Naval Architecture**

* * Passion for shipbuilding and maritime design
* * Interest in hydrodynamics and fluid mechanics
* * Understanding of structural engineering principles
* * Appreciation of naval history and maritime culture
* * Desire to design and build ships that meet specific performance requirements

**Marine Engineering**

* * Fascination with marine propulsion systems
* * Interest in thermodynamics and heat transfer
* * Knowledge of mechanical engineering principles
* * Desire to understand and maintain marine power plants
* * Aspiration to work in the maritime industry or offshore sector"
20. Ocean Engineering and Naval Architecture,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,7,https://www.iitkgp.ac.in/,"**Ocean Engineering:**

* *Interest in marine environments*
* *Passion for underwater exploration*
* *Environmental concerns*
* *Desire to develop sustainable marine technologies*
* *Fascination with ocean dynamics*

**Naval Architecture:**

* *Interest in ship design and construction*
* *Passion for maritime transportation*
* *Desire to understand ship mechanics*
* *Curiosity about naval history*
* *Interest in military engineering*"
21. Physics,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,7,https://www.iitkgp.ac.in/,"* Astronomy and Astrophysics
* Music and Sound
* Engineering and Architecture
* Electronics and Computers
* Medical Physics"
22. Production Engineering,Indian Institute of Technology Kharagpur,Kharagpur,West Bengal,7,https://www.iitkgp.ac.in/,"**Production Engineering**

* Interest in understanding and optimizing manufacturing processes
* Passion for problem-solving and continuous improvement
* Curiosity about the latest technologies in manufacturing
* Desire to work in a fast-paced and dynamic environment
* Appreciation for the role of data analytics in enhancing production efficiency"
1. B.Tech. in Civil Engineering,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,8,https://iitr.ac.in/,"**Computer Science & Engineering**
* Programming and coding
* Software development and design
* Artificial intelligence and machine learning
* Data science and analytics
* Cybersecurity

**Electronics & Communication Engineering**
* Electronic circuits and systems
* Signal processing and communication
* Microcontrollers and embedded systems
* Robotics and automation
* Wireless communication and networks

**Mechanical Engineering**
* Machine design and analysis
* Automotive engineering
* Thermal and fluid systems
* Robotics and mechatronics
* Manufacturing engineering

**Civil Engineering**
* Structural design and analysis
* Geotechnical engineering
* Water resources engineering
* Transportation engineering
* Environmental engineering

**Electrical Engineering**
* Power systems and distribution
* Electrical machines and drives
* Control systems and automation
* Renewable energy sources
* Power electronics"
2. B.Tech. in Mechanical Engineering,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,8,https://iitr.ac.in/,"**Computer Science and Engineering**
* Software development
* Artificial intelligence
* Data science
* Machine learning
* Web development

**Mechanical Engineering**
* Product design
* Machine design
* Thermodynamics
* Fluid mechanics
* Mechatronics

**Civil Engineering**
* Structural design
* Transportation engineering
* Water resources management
* Environmental engineering
* Geotechnical engineering

**Electrical and Electronics Engineering**
* Power systems
* Power electronics
* Control systems
* Signal processing
* VLSI design

**Electronics and Communication Engineering**
* Analog and digital circuits
* Embedded systems
* Communication networks
* Signal processing
* Antennas and wave propagation"
3. B.Tech. in Electrical Engineering,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,8,https://iitr.ac.in/,"**Computer Science and Engineering**
* *Problem-solving and logical thinking*
* *Software development and design*
* *Data analysis and visualization*
* *Artificial intelligence and machine learning*
* *Cybersecurity*

**Electrical and Electronics Engineering**
* *Circuit design and analysis*
* *Power systems and renewable energy*
* *Electronics and instrumentation*
* *Control systems and automation*
* *Telecommunications*

**Mechanical Engineering**
* *Design and analysis of machines*
* *Manufacturing and materials science*
* *Thermal engineering and fluids*
* *Robotics and automation*
* *Automotive engineering*

**Civil Engineering**
* *Structural design and analysis*
* *Geotechnical engineering and soil mechanics*
* *Water resources and environmental engineering*
* *Transportation engineering*
* *Construction management*

**Chemical Engineering**
* *Process design and optimization*
* *Chemical reaction engineering*
* *Thermodynamics and heat transfer*
* *Biotechnology and pharmaceuticals*
* *Materials science and engineering*"
4. B.Tech. in Electronics and Communication Engineering,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,8,https://iitr.ac.in/,"**Computer Science and Engineering**

* *Problem-solving*
* *Algorithms and data structures*
* *Artificial intelligence*
* *Computer architecture*
* *Database management*

**Electronics and Communication Engineering**

* *Circuit design*
* *Signal processing*
* *Electromagnetics*
* *Communication systems*
* *Control systems*

**Mechanical Engineering**

* *Design and analysis of machines*
* *Thermodynamics and fluid mechanics*
* *Manufacturing processes*
* *Materials science*
* *Mechatronics*

**Electrical Engineering**

* *Power systems*
* *Control systems*
* *Circuit analysis*
* *Electronics*
* *Renewable energy*

**Civil Engineering**

* *Structural analysis and design*
* *Construction materials and methods*
* *Geotechnical engineering*
* *Environmental engineering*
* *Transportation engineering*"
5. B.Tech. in Computer Science and Engineering,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,8,https://iitr.ac.in/,"**Computer Science and Engineering (CSE):**
* *Problem-solving*
* *Coding and programming*
* *Developing software and applications*
* *Quantum computing*
* *Artificial intelligence (AI)*

**Mechanical Engineering (ME):**
* *Designing and building machines*
* *Thermal engineering*
* *Robotics*
* *Automotive engineering*
* *Aerospace engineering*

**Electrical and Electronics Engineering (EEE):**
* *Electricity and electrical circuits*
* *Electronics devices and systems*
* *Power generation and distribution*
* *Renewable energy*
* *Control systems*

**Civil Engineering (CE):**
* *Design and construction of structures*
* *Environmental engineering*
* *Transportation engineering*
* *Water resources engineering*
* *Geotechnical engineering*

**Chemical Engineering (ChE):**
* *Process design and optimization*
* *Chemical reactions and kinetics*
* *Biotechnology*
* *Pharmaceutical engineering*
* *Environmental engineering*"
6. B.Tech. in Biotechnology,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,8,https://iitr.ac.in/,"**B.Tech in Computer Science**
* Problem-solving and analytical skills
* Passion for technology and software development
* Interest in algorithms, data structures, and coding
* Curiosity about how computers and networks work
* Desire to design, develop, and implement software systems

**B.Tech in Mechanical Engineering**
* Interesse in machines, design, and manufacturing
* Passion for physics, math, and engineering
* Strong analytical and problem-solving skills
* Desire to design, analyze, and optimize mechanical systems
* Interest in robotics, automation, and renewable energy

**B.Tech in Electrical Engineering**
* Passion for electricity, electronics, and circuits
* Strong foundation in math and physics
* Interest in power generation, transmission, and distribution
* Curiosity about electronics, communication systems, and control systems
* Desire to design, test, and maintain electrical systems

**B.Tech in Chemical Engineering**
* Interest in chemistry, biology, and process engineering
* Passion for applying scientific principles to chemical processes
* Strong analytical and problem-solving skills
* Desire to design, optimize, and control chemical plants
* Curiosity about environmental sustainability and energy efficiency

**B.Tech in Civil Engineering**
* Passion for design, construction, and infrastructure
* Strong foundation in math, physics, and engineering
* Interest in structural analysis, geotechnical engineering, and transportation systems
* Desire to design, build, and maintain critical infrastructure
* Curiosity about sustainability and resilient design"
7. B.Tech. in Chemical Engineering,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,8,https://iitr.ac.in/,"**Computer Science Engineering**
* Programming and software development
* Artificial intelligence and machine learning
* Data science and analytics
* Cloud computing and networking
* Cyber security

**Electrical Engineering**
* Power systems and renewable energy
* Electronics and semiconductor devices
* Telecommunications and signal processing
* Robotics and control systems
* Embedded systems

**Mechanical Engineering**
* Design and analysis of machines and structures
* Automotive engineering and transportation
* Fluid mechanics and heat transfer
* Manufacturing and materials science
* Robotics and automation

**Civil Engineering**
* Structural design and analysis
* Geotechnical engineering and soil mechanics
* Water resources and environmental engineering
* Transportation planning and design
* Construction management

**Chemical Engineering**
* Chemical processes and reactors
* Thermodynamics and heat transfer
* Materials science and engineering
* Biotechnology and pharmaceuticals
* Environmental engineering"
8. B.Tech. in Architecture,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,8,https://iitr.ac.in/,"**Computer Science and Engineering**
* *Software Development*
* *Artificial Intelligence and Machine Learning*
* *Cybersecurity*
* *Data Analytics*
* *Cloud Computing*

**Mechanical Engineering**
* *Automotive Engineering*
* *Robotics*
* *Manufacturing*
* *Thermal Engineering*
* *Mechatronics*

**Civil Engineering**
* *Structural Engineering*
* *Transportation Engineering*
* *Environmental Engineering*
* *Geotechnical Engineering*
* *Water Resources Engineering*

**Electrical Engineering**
* *Power Systems*
* *Electronics and Communication Engineering*
* *Control Systems*
* *Renewable Energy*
* *Power Electronics*

**Electronics and Communication Engineering**
* *VLSI Design*
* *Wireless Communication*
* *Signal Processing*
* *Optical Communication*
* *Embedded Systems*"
9. B.Tech. in Industrial Engineering and Management,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,8,https://iitr.ac.in/,"**Computer Science**
* Problem-solving and logical thinking
* Designing and implementing software solutions
* Data analytics and machine learning
* Cloud computing
* Artificial intelligence

**Electronics and Communication Engineering**
* Circuit design and analysis
* Signal processing and communication systems
* Wireless and mobile communication
* Embedded systems
* Robotics

**Mechanical Engineering**
* Design and manufacturing of mechanical systems
* Thermal analysis and fluid mechanics
* Material science and metallurgy
* Automation and control engineering
* Mechatronics

**Civil Engineering**
* Structural design and analysis
* Geotechnical engineering
* Transportation engineering
* Water resources engineering
* Environmental engineering

**Electrical Engineering**
* Circuit theory and power systems
* Control systems and instrumentation
* Electrical machines and transformers
* Renewable energy and energy efficiency
* Power electronics"
10. B.Tech. in Environmental Engineering,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,8,https://iitr.ac.in/,"**Computer Science and Engineering:**

* *Interest in software development, programming, and algorithms*
* *Passion for problem-solving, critical thinking, and creativity*
* *Fascination with emerging technologies like artificial intelligence, machine learning, and cloud computing*
* *Desire to contribute to the development of digital solutions*
* *Enthusiasm for working in a collaborative and interdisciplinary environment*

**Information Technology:**

* *Interest in managing and securing computer systems and networks*
* *Passion for understanding and implementing IT infrastructure*
* *Fascination with cloud computing, data management, and cybersecurity*
* *Desire to provide technical support and user services*
* *Enthusiasm for staying updated with the latest IT trends*

**Mechanical Engineering:**

* *Interest in designing, building, and analyzing mechanical systems*
* *Passion for understanding principles of physics, mechanics, and materials science*
* *Fascination with automobiles, engines, and manufacturing processes*
* *Desire to create innovative solutions to real-world problems*
* *Enthusiasm for teamwork and hands-on projects*

**Civil Engineering:**

* *Interest in designing, constructing, and maintaining civil infrastructure*
* *Passion for understanding structural mechanics, geotechnical engineering, and transportation*
* *Fascination with bridges, buildings, and water management systems*
* *Desire to improve the built environment for communities*
* *Enthusiasm for environmental sustainability and urban planning*

**Electrical and Electronics Engineering:**

* *Interest in understanding and harnessing electrical and electronic systems*
* *Passion for studying circuits, electromagnetism, and control systems*
* *Fascination with robotics, renewable energy, and consumer electronics*
* *Desire to develop innovative solutions in the field of energy, automation, and telecommunications*
* *Enthusiasm for working with microprocessors, microcontrollers, and embedded systems*"
11. B.Tech. in Petroleum Engineering,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,8,https://iitr.ac.in/,"**Computer Science and Engineering:**
* *Problem-solving and logical thinking*
* *Software development and coding*
* *Data analysis and visualization*
* *Cloud computing and artificial intelligence*
* *Computer networks and security*

**Electronics and Communication Engineering:**
* *Electronic circuit design and analysis*
* *Signal processing and communication systems*
* *Embedded systems and microcontrollers*
* *Optical fibers and wireless technologies*
* *Power electronics and renewable energy*

**Mechanical Engineering:**
* *Machine design and analysis*
* *Thermal engineering and fluid mechanics*
* *Materials science and metallurgy*
* *Manufacturing processes and automation*
* *Design for sustainability*

**Civil Engineering:**
* *Structural design and analysis*
* *Environmental engineering and water resources*
* *Geotechnical engineering and soil mechanics*
* *Transportation engineering and planning*
* *Construction management and project management*

**Electrical Engineering:**
* *Power systems analysis and design*
* *Electrical machines and transformers*
* *Control systems and automation*
* *Renewable energy sources and smart grids*
* *Signal processing and digital electronics*"
12. B.Tech. in Mining Engineering,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,8,https://iitr.ac.in/,"**Computer Science and Engineering**

* * Software development
* * Artificial intelligence
* * Machine learning
* * Data science
* * Cybersecurity

**Mechanical Engineering**

* * Design and analysis
* * Manufacturing processes
* * Fluid mechanics
* * Thermodynamics
* * Robotics

**Civil Engineering**

* * Structural design
* * Geotechnical engineering
* * Water resources engineering
* * Transportation engineering
* * Environmental engineering

**Electrical and Electronics Engineering**

* * Power systems
* * Electronics design
* * Signal processing
* * Control systems
* * Telecommunications

**Chemical Engineering**

* * Process design
* * Materials science
* * Biotechnology
* * Energy
* * Sustainability"
13. B.Tech. in Metallurgical and Materials Engineering,Indian Institute of Technology Roorkee,Roorkee,Uttarakhand,8,https://iitr.ac.in/,"**Computer Science Engineering**
* * Programming and algorithms
* * Software design and development
* * Data structures and databases
* * Artificial intelligence and machine learning
* * Cloud computing and web services

**Electronics and Communication Engineering**
* * Circuit design and analysis
* * Semiconductor devices and materials
* * Communication systems and networks
* * Control systems and automation
* * Embedded systems and microcontrollers

**Mechanical Engineering**
* * Thermodynamics and heat transfer
* * Fluid mechanics and hydraulics
* * Machine design and manufacturing
* * Robotics and mechatronics
* * Aerospace engineering

**Civil Engineering**
* * Structural engineering and design
* * Geotechnical engineering and soil mechanics
* * Transportation engineering and planning
* * Environmental engineering and sustainability
* * Water resources management

**Electrical Engineering**
* * Power systems and generation
* * Distribution and transmission lines
* * Electrical machines and transformers
* * Control systems and automation
* * Renewable energy sources"
1. B.Tech in Civil Engineering,Indian Institute of Technology Guwahati,Guwahati,Assam,9,https://www.iitg.ac.in/,"**Civil Engineering:**

* * Passion for building and infrastructure
* * Interest in structural design and analysis
* * Desire to solve complex engineering problems
* * Fascination with construction materials and techniques
* * Commitment to sustainability and environmental responsibility"
2. B.Tech in Chemical Engineering,Indian Institute of Technology Guwahati,Guwahati,Assam,9,https://www.iitg.ac.in/,"* Chemical processes and reactions
* Process design and optimization
* Energy and sustainability
* Material science and engineering
* Biotechnology"
3. B.Tech in Computer Science and Engineering,Indian Institute of Technology Guwahati,Guwahati,Assam,9,https://www.iitg.ac.in/,"**Interests that may lead to pursuing B.Tech in Computer Science and Engineering:**

* Programming and software development
* Computer hardware and architecture
* Artificial intelligence and machine learning
* Data science and analytics
* Cloud computing and distributed systems"
4. B.Tech in Electrical Engineering,Indian Institute of Technology Guwahati,Guwahati,Assam,9,https://www.iitg.ac.in/,"**Interests:**

* Electricity and electronics
* Power systems
* Control systems
* Robotics
* Microelectronics"
5. B.Tech in Electronics and Communication Engineering,Indian Institute of Technology Guwahati,Guwahati,Assam,9,https://www.iitg.ac.in/,"**B.Tech in Electronics and Communication Engineering**

* Design and development of electronic devices and circuits
* Signal processing and communication systems
* Wireless and mobile communication
* Network engineering and administration
* Robotics and automation
* Embedded systems and Internet of Things (IoT)
* Cloud computing and data science
* Artificial intelligence and machine learning
* Power electronics and energy systems
* Biomedical engineering and medical devices"
6. B.Tech in Mechanical Engineering,Indian Institute of Technology Guwahati,Guwahati,Assam,9,https://www.iitg.ac.in/,"**B.Tech in Mechanical Engineering**

* Interest in designing, analyzing, and building mechanical systems
* Passion for understanding the principles of thermodynamics, fluid mechanics, and mechanics of solids
* Curiosity about the design and operation of engines, machines, and structures
* Desire to gain hands-on experience in using manufacturing processes, tools, and equipment
* Appreciation for the role of mechanical engineering in solving real-world problems"
7. B.Sc in Engineering Physics,Indian Institute of Technology Guwahati,Guwahati,Assam,9,https://www.iitg.ac.in/,"**B.Sc in Engineering Physics**

* Physics
* Mathematics
* Engineering
* Problem-solving
* Curiosity about the physical world"
8. B.Sc in Engineering Chemistry,Indian Institute of Technology Guwahati,Guwahati,Assam,9,https://www.iitg.ac.in/,"**B.Sc in Engineering Chemistry**

* Interest in chemical processes and their applications
* Passion for solving complex engineering problems
* Curiosity about the properties and behavior of materials
* Desire to design and optimize chemical processes
* Enthusiasm for environmental sustainability"
9. B.Tech in Biotechnology,Indian Institute of Technology Guwahati,Guwahati,Assam,9,https://www.iitg.ac.in/,"**B.Tech in Biotechnology**

* Interest in understanding the molecular basis of life
* Passion for manipulating biological systems for practical applications
* Desire to develop new drugs, diagnostic tools, and therapies
* Curiosity about genetic engineering and its potential
* Ambition to contribute to the field of biotechnology and advancements in healthcare, agriculture, and environmental sciences"

1. B.Pharmacy,SVKM'S Dr. Bhanuben Nanavati College of Pharmacy,Mumbai,Maharashtra,38,https://www.bncp.edu.in/,"* Interest in drug mechanisms and actions
* Passion for discovering and developing new medicines
* Desire to pursue a career in healthcare
* Curiosity about the chemistry and biology of drugs
* Ambition to make a difference in the lives of others through pharmacy"
2. B.Sc. in Pharmaceutical Sciences,SVKM'S Dr. Bhanuben Nanavati College of Pharmacy,Mumbai,Maharashtra,38,https://www.bncp.edu.in/,"**B.Sc. in Physics**
* Astrophysics
* Condensed matter physics
* Quantum mechanics
* Nuclear physics
* Particle physics

**B.Sc. in Chemistry**
* Organic chemistry
* Inorganic chemistry
* Physical chemistry
* Analytical chemistry
* Biochemistry

**B.Sc. in Mathematics**
* Algebra
* Analysis
* Geometry
* Topology
* Number theory

**B.Sc. in Biology**
* Molecular biology
* Cell biology
* Genetics
* Ecology
* Evolution

**B.Sc. in Computer Science**
* Algorithms
* Data structures
* Software engineering
* Artificial intelligence
* Cybersecurity"
1. B.A. (Hons.) Punjabi,Punjabi University,Patiala,Punjab,40,https://punjabiuniversity.ac.in/,"**Philosophy**

* * Understanding the nature of reality and existence
* * Exploring ethical principles and moral dilemmas
* * Developing critical thinking and argumentation skills
* * Analyzing philosophical texts and ideas
* * Examining the history of philosophy

**History**

* * Understanding the past and its impact on the present
* * Interpreting historical documents and sources
* * Analyzing historical events and their causes
* * Developing a global perspective on history
* * Exploring the role of individuals and societies in shaping history

**English Literature**

* * Analyzing literary works and their literary devices
* * Understanding the history and evolution of literature
* * Developing critical reading and writing skills
* * Exploring the themes and ideas in literature
* * Appreciating the power of language and storytelling

**Mathematics**

* * Solving mathematical problems creatively
* * Developing logical reasoning skills
* * Understanding mathematical principles and concepts
* * Applying mathematics to real-world situations
* * Exploring the beauty and interconnectedness of mathematics

**Political Science**

* * Understanding political systems and ideologies
* * Analyzing political behavior and decision-making
* * Examining the role of power and authority
* * Developing critical thinking and analytical skills
* * Preparing for a career in public service"
2. B.A. (Hons.) English,Punjabi University,Patiala,Punjab,40,https://punjabiuniversity.ac.in/,"**B.A. in History**
* History
* Global Affairs
* Political Science
* Sociology
* Anthropology

**B.A. in English**
* Literature
* Writing
* Linguistics
* Media Studies
* Education

**B.A. in Psychology**
* Human Behavior
* Mental Health
* Social Development
* Cognition
* Neuroscience

**B.A. in Economics**
* Finance
* Business
* Mathematical Modeling
* Public Policy
* International Development

**B.A. in Political Science**
* Government
* International Relations
* Public Administration
* Law
* History"
3. B.A. (Hons.) Hindi,Punjabi University,Patiala,Punjab,40,https://punjabiuniversity.ac.in/,"**B.A. in English**
* Literature and poetry
* Writing and storytelling
* Linguistics and language analysis
* History and culture
* Critical thinking and analytical skills

**B.A. in History**
* Past civilizations and events
* Political and social theories
* Historical research and analysis
* Cultural and intellectual history
* Global perspectives

**B.A. in Philosophy**
* Logic and critical reasoning
* Ethics and morality
* Metaphysics and ontology
* Political philosophy
* Religious philosophy

**B.A. in Psychology**
* Human behavior and mental processes
* Cognitive science and neuroscience
* Clinical psychology and therapy
* Social psychology and group dynamics
* Developmental and educational psychology

**B.A. in Sociology**
* Social interactions and organizations
* Social stratification and inequality
* Cultural norms and values
* Deviance and social control
* Social change and modernization"
4. B.A. (Hons.) History,Punjabi University,Patiala,Punjab,40,https://punjabiuniversity.ac.in/,"**Bachelor of Arts (B.A.) Courses:**

* English
    * Literature
    * Writing
    * Critical Theory
    * Rhetoric
    * Linguistics

* History
    * American History
    * European History
    * World History
    * Public History
    * Archaeology

* Political Science
    * American Government
    * Comparative Politics
    * International Relations
    * Public Policy
    * Political Theory

* Sociology
    * Social Inequality
    * Social Justice
    * Social Policy
    * Social Psychology
    * Criminology

* Psychology
    * Experimental Psychology
    * Cognitive Psychology
    * Developmental Psychology
    * Clinical Psychology
    * Health Psychology"
5. B.A. (Hons.) Political Science,Punjabi University,Patiala,Punjab,40,https://punjabiuniversity.ac.in/,"**BA in English**
* Literature
* Writing
* Poetry
* Drama
* Linguistics

**BA in History**
* History
* Archaeology
* Museum studies
* Archival research
* Political science

**BA in Psychology**
* Human behavior
* Mental health
* Research methods
* Cognitive science
* Neuroscience

**BA in Sociology**
* Society
* Culture
* Globalization
* Inequality
* Social justice

**BA in Political Science**
* Government
* Politics
* Public policy
* International relations
* Law"
6. B.A. (Hons.) Economics,Punjabi University,Patiala,Punjab,40,https://punjabiuniversity.ac.in/,"**English Literature**
* Reading and analyzing literature
* Writing creatively
* Critical thinking
* Humanities
* Culture

**History**
* Exploring the past
* Understanding current events
* Research and analysis
* Politics
* Social justice

**Philosophy**
* Asking fundamental questions
* Thinking critically
* Ethics
* Logic
* Metaphysics

**Psychology**
* Understanding human behavior
* Research and experimentation
* Mental health
* Cognitive processes
* Personality

**Sociology**
* Exploring social structures
* Analyzing social problems
* Cultural anthropology
* Inequality
* Deviance"
7. B.A. (Hons.) Sociology,Punjabi University,Patiala,Punjab,40,https://punjabiuniversity.ac.in/,"**BA in English**

* *Literature*
* *Writing*
* *Critical thinking*
* *Cultural studies*
* *Communication*

**BA in History**

* *History*
* *Research*
* *Analysis*
* *Writing*
* *Cultural understanding*

**BA in Psychology**

* *Human behavior*
* *Mental health*
* *Cognition*
* *Research*
* *Social psychology*

**BA in Sociology**

* *Society*
* *Socialization*
* *Stratification*
* *Social problems*
* *Social change*

**BA in Philosophy**

* *Reasoning*
* *Ethics*
* *Metaphysics*
* *Epistemology*
* *Logic*"

